Severity,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,Davidson,TN,81.0,81.0,54.0,29.34,10.0,6.0,0.0
2,Mecklenburg,NC,78.0,78.0,84.0,29.16,10.0,7.0,0.0
3,King,WA,46.0,46.0,96.0,29.99,0.5,0.0,0.0
3,Lamar,MS,47.0,41.0,90.0,30.06,10.0,15.0,0.0
3,Kitsap,WA,52.0,52.0,97.0,29.54,10.0,5.0,0.0
2,Fairfield,CT,71.0,71.0,87.0,29.5,10.0,0.0,0.0
2,Onondaga,NY,68.0,68.0,47.0,29.53,10.0,10.0,0.0
3,Collin,TX,79.0,79.0,61.0,29.11,10.0,3.0,0.0
3,Bronx,NY,78.0,78.0,66.0,30.08,10.0,9.0,0.0
3,Fulton,GA,84.0,84.0,58.0,29.15,10.0,9.0,0.0
2,San Francisco,CA,58.0,58.0,75.0,29.93,10.0,5.0,0.0
3,Greenville,SC,71.0,71.0,93.0,28.86,10.0,0.0,0.0
2,Cook,IL,69.0,69.0,81.0,29.35,10.0,5.0,0.0
3,Washington,WI,32.0,25.6,100.0,29.88,0.5,6.9,0.03
2,Kern,CA,46.0,44.0,68.0,29.9,10.0,5.0,0.0
3,Bexar,TX,79.0,79.0,77.0,29.09,10.0,18.0,0.0
4,Cook,IL,76.0,76.0,58.0,29.53,10.0,9.0,0.0
2,Weber,UT,47.0,44.0,52.0,25.43,10.0,7.0,0.0
3,Los Angeles,CA,85.0,85.0,14.0,29.75,10.0,6.0,0.0
1,Maricopa,AZ,101.0,101.0,8.0,28.59,10.0,0.0,0.0
3,Broward,FL,80.0,80.0,64.0,30.02,10.0,15.0,0.0
2,San Diego,CA,61.0,61.0,70.0,29.71,10.0,6.0,0.0
2,Oconee,SC,39.0,39.0,96.0,28.94,2.0,0.0,0.02
2,Oakland,MI,63.0,63.0,93.0,28.98,5.0,6.0,0.0
2,Harris,TX,84.0,84.0,47.0,29.95,10.0,9.0,0.0
2,Mecklenburg,NC,97.0,97.0,40.0,29.2,10.0,6.0,0.0
3,Queens,NY,70.0,70.0,55.0,29.71,10.0,12.0,0.0
3,Greenville,SC,59.0,59.0,96.0,29.08,10.0,0.0,0.0
2,Mecklenburg,NC,46.0,42.5,89.0,29.79,2.0,6.9,0.02
2,Cherokee,SC,61.0,61.0,75.0,29.29,10.0,0.0,0.0
2,Tulsa,OK,55.0,55.0,89.0,29.1,10.0,10.0,0.0
2,East Baton Rouge,LA,65.0,65.0,50.0,30.0,10.0,6.0,0.0
4,Westmoreland,PA,75.0,75.0,37.0,28.49,10.0,21.0,0.0
2,Montgomery,AL,86.0,86.0,52.0,29.86,10.0,10.0,0.0
2,Le Sueur,MN,17.0,9.0,77.0,29.06,10.0,6.0,0.0
3,Orange,CA,63.0,63.0,78.0,29.96,9.0,5.0,0.0
2,Santa Rosa,FL,76.0,76.0,85.0,30.01,10.0,6.0,0.0
3,Limestone,AL,75.0,75.0,90.0,29.39,10.0,6.0,0.0
1,Brevard,FL,76.0,76.0,54.0,30.05,10.0,14.0,0.0
2,Rockland,NY,61.0,61.0,90.0,29.75,6.0,5.0,0.0
2,Nassau,NY,44.1,37.7,79.0,30.28,10.0,12.7,0.0
2,Butler,OH,40.0,40.0,97.0,29.58,9.0,0.0,0.0
2,Santa Rosa,FL,81.0,81.0,64.0,29.92,10.0,9.0,0.0
2,Multnomah,OR,56.0,56.0,64.0,30.26,10.0,6.0,0.01
3,Wake,NC,33.0,33.0,85.0,29.59,10.0,0.0,0.0
2,DuPage,IL,37.0,27.4,86.0,29.75,10.0,17.3,0.0
2,Solano,CA,41.0,41.0,89.0,29.92,10.0,0.0,0.0
2,Hinds,MS,53.0,53.0,61.0,29.9,10.0,0.0,0.0
2,Talbot,MD,58.0,58.0,96.0,29.42,10.0,12.0,0.01
2,Manatee,FL,76.0,76.0,87.0,30.07,10.0,7.0,0.0
2,Hartford,CT,25.0,19.3,92.0,29.86,6.0,4.6,0.0
1,Davidson,TN,85.0,85.0,48.0,29.27,10.0,7.0,0.0
2,Hennepin,MN,-8.0,-8.0,79.0,29.79,9.0,0.0,0.0
2,Fillmore,MN,32.0,24.0,71.0,28.91,10.0,9.0,0.0
2,Palm Beach,FL,76.0,76.0,91.0,29.92,10.0,16.0,0.01
2,Maricopa,AZ,66.0,66.0,84.0,28.75,10.0,3.0,0.0
3,Martin,FL,75.0,75.0,89.0,29.93,10.0,0.0,0.0
2,Montgomery,TX,63.0,63.0,78.0,29.72,10.0,6.0,0.0
2,Kent,MD,40.0,40.0,97.0,30.27,10.0,0.0,0.0
2,East Baton Rouge,LA,84.0,84.0,82.0,29.92,10.0,5.0,0.0
3,King,WA,44.0,39.0,58.0,30.36,10.0,10.0,0.0
2,Blount,AL,84.0,84.0,63.0,29.33,10.0,5.0,0.0
4,Burlington,NJ,86.0,86.0,40.0,30.19,10.0,0.0,0.0
3,Philadelphia,PA,46.0,40.0,28.0,30.15,10.0,15.0,0.0
2,Placer,CA,30.0,30.0,75.0,24.19,10.0,0.0,0.0
2,Hennepin,MN,35.0,26.0,70.0,29.08,10.0,13.0,0.0
2,Madison,AL,40.8,35.6,96.0,30.18,1.2,8.1,0.07
2,Durham,NC,82.0,82.0,71.0,29.56,10.0,8.0,0.0
3,Multnomah,OR,77.0,77.0,45.0,29.95,10.0,0.0,0.0
2,Wake,NC,50.0,50.0,57.0,29.85,10.0,3.0,0.0
2,Greenville,SC,62.0,62.0,93.0,29.07,10.0,6.0,0.0
2,Chester,PA,36.0,36.0,100.0,28.98,0.75,0.0,0.0
2,Wake,NC,73.0,73.0,90.0,29.07,10.0,9.0,0.0
2,Salt Lake,UT,31.0,25.0,89.0,25.87,10.0,6.0,0.0
2,Monterey,CA,55.0,55.0,72.0,29.9,10.0,14.0,0.0
2,Miami-Dade,FL,53.0,53.0,71.0,30.14,10.0,9.0,0.0
2,Monroe,NY,32.0,21.2,79.0,29.59,1.5,16.1,0.0
3,Tarrant,TX,43.0,37.0,68.0,29.41,10.0,10.0,0.0
3,Ramsey,MN,78.0,78.0,33.0,29.01,10.0,17.0,0.0
2,Los Angeles,CA,59.0,59.0,64.0,30.02,10.0,0.0,0.0
3,Pueblo,CO,27.0,27.0,92.0,25.39,10.0,0.0,0.0
2,Hartford,CT,34.0,34.0,96.0,29.88,0.25,0.0,0.0
2,Spartanburg,SC,52.0,52.0,100.0,28.94,7.0,3.0,0.0
2,Lake,IL,54.0,54.0,38.0,29.25,10.0,12.0,0.0
2,Howard,MD,43.0,38.0,80.0,29.57,10.0,9.0,0.0
2,Richmond City,VA,34.0,34.0,92.0,29.97,10.0,0.0,0.0
2,Camden,NJ,45.0,39.0,82.0,30.11,7.0,13.0,0.06
2,Caddo,LA,73.0,73.0,78.0,29.75,10.0,5.0,0.0
2,Dorchester,SC,52.0,52.0,100.0,29.94,10.0,0.0,0.0
2,Los Angeles,CA,64.0,64.0,65.0,29.7,10.0,0.0,0.0
2,San Diego,CA,63.0,63.0,60.0,29.8,10.0,7.0,0.0
3,Wayne,MI,28.0,19.0,88.0,28.76,7.0,9.0,0.0
2,Oklahoma,OK,71.0,71.0,44.0,28.55,10.0,5.0,0.0
2,Marion,FL,77.0,77.0,90.0,29.9,10.0,0.0,0.0
3,Prince William,VA,80.0,80.0,54.0,29.57,10.0,5.0,0.0
2,Multnomah,OR,45.0,45.0,86.0,30.03,10.0,3.0,0.0
2,Hillsborough,FL,79.0,79.0,54.0,30.01,10.0,3.0,0.0
2,Davidson,TN,84.0,84.0,69.0,29.35,10.0,7.0,0.0
2,Utah,UT,39.0,31.0,34.0,25.51,10.0,13.0,0.0
2,Harris,TX,64.0,64.0,78.0,30.04,10.0,18.0,0.0
2,Jefferson,KY,53.0,53.0,83.0,29.27,1.0,5.0,0.03
2,Suffolk,NY,44.0,44.0,76.0,30.16,10.0,0.0,0.0
2,Richmond City,VA,57.0,57.0,74.0,29.64,10.0,7.0,0.0
1,Cuyahoga,OH,64.0,64.0,31.0,28.97,10.0,20.0,0.0
2,King,WA,51.0,51.0,71.0,29.89,7.0,7.0,0.0
2,Marion,IN,48.0,45.0,80.0,28.92,10.0,7.0,0.0
2,Botetourt,VA,37.0,28.0,39.0,29.1,10.0,15.0,0.0
2,Wake,NC,73.0,73.0,61.0,29.59,10.0,13.0,0.0
2,King,WA,55.0,55.0,89.0,29.85,9.0,8.0,0.0
2,Los Angeles,CA,56.0,56.0,80.0,29.9,5.0,3.0,0.0
2,Pasco,FL,63.0,63.0,90.0,29.88,10.0,16.0,0.0
3,Philadelphia,PA,46.0,46.0,51.0,29.92,10.0,3.0,0.0
2,Oklahoma,OK,37.0,33.0,67.0,28.81,10.0,5.0,0.0
3,Pulaski,AR,76.0,76.0,62.0,29.54,10.0,14.0,0.0
2,Los Angeles,CA,76.0,76.0,62.0,29.85,10.0,5.0,0.0
2,Tulare,CA,48.0,46.0,77.0,29.75,10.0,5.0,0.0
2,Los Angeles,CA,71.0,71.0,81.0,29.76,10.0,5.0,0.0
2,King,WA,54.0,54.0,80.0,29.98,10.0,3.0,0.0
3,Solano,CA,58.0,58.0,75.0,29.91,10.0,12.0,0.0
2,Davidson,TN,76.0,76.0,85.0,29.38,10.0,3.0,0.0
2,Contra Costa,CA,55.0,55.0,72.0,30.05,10.0,6.0,0.0
2,Prince George's,MD,39.0,33.0,43.0,29.72,10.0,9.0,0.0
2,Hunterdon,NJ,27.0,27.0,72.0,29.95,10.0,0.0,0.0
1,Sonoma,CA,47.0,47.0,93.0,29.91,9.0,0.0,0.0
2,Mecklenburg,NC,24.0,13.0,60.0,29.62,10.0,12.0,0.0
3,Weld,CO,74.0,74.0,13.0,24.7,10.0,5.0,0.0
3,Harris,TX,80.0,80.0,30.0,30.15,10.0,9.0,0.0
2,Deschutes,OR,30.0,25.0,80.0,26.59,9.0,5.0,0.0
2,Collin,TX,68.0,68.0,60.0,29.26,10.0,7.0,0.0
2,Montgomery,PA,72.0,72.0,44.0,29.8,10.0,16.0,0.0
2,Merced,CA,79.0,79.0,30.0,29.66,10.0,8.0,0.0
3,Orange,FL,77.0,77.0,94.0,29.82,10.0,7.0,0.0
2,Fairfield,CT,52.0,52.0,93.0,29.83,4.0,12.0,0.11
2,Washington,MD,53.0,53.0,66.0,29.29,10.0,6.0,0.0
2,Orleans,LA,64.0,64.0,46.0,30.17,10.0,6.0,0.0
2,District of Columbia,DC,60.0,60.0,78.0,29.98,10.0,7.0,0.0
2,Marion,IN,38.0,31.0,93.0,28.83,5.0,10.0,0.0
3,Eaton,MI,34.0,23.0,89.0,29.54,0.5,18.4,0.03
3,Spartanburg,SC,36.0,36.0,93.0,29.33,10.0,0.0,0.0
3,Fulton,GA,41.0,35.0,89.0,29.32,10.0,10.0,0.02
2,Stanislaus,CA,47.0,47.0,83.0,30.28,9.0,3.0,0.0
2,Lexington,SC,45.0,41.0,60.0,30.05,8.0,7.0,0.02
2,Los Angeles,CA,58.0,58.0,70.0,29.2,10.0,6.0,0.0
2,Loudoun,VA,40.0,36.0,49.0,29.7,10.0,6.0,0.0
2,Los Angeles,CA,55.0,55.0,51.0,30.02,10.0,3.0,0.0
2,Pacific,WA,51.0,51.0,92.0,30.11,3.0,3.0,0.04
2,Sonoma,CA,34.0,34.0,100.0,30.03,0.25,0.0,0.0
2,Adams,CO,41.0,38.0,61.0,24.26,10.0,6.0,0.0
2,Broward,FL,80.0,80.0,94.0,30.01,10.0,0.0,0.0
2,Los Angeles,CA,83.0,83.0,9.0,29.06,10.0,0.0,0.0
2,Suffolk,VA,71.0,71.0,98.0,30.1,1.0,0.0,0.12
2,Los Angeles,CA,59.0,59.0,26.0,29.87,10.0,0.0,0.0
3,Douglas,NE,48.0,48.0,91.0,28.9,7.0,0.0,0.0
2,San Diego,CA,49.0,49.0,86.0,29.72,10.0,0.0,0.0
2,Douglas,NE,35.0,26.0,34.0,28.91,10.0,15.0,0.0
2,Palm Beach,FL,81.0,81.0,79.0,29.86,10.0,13.0,0.0
2,Los Angeles,CA,65.0,65.0,78.0,29.86,6.0,0.0,0.0
2,Mecklenburg,NC,66.0,66.0,70.0,29.23,10.0,0.0,0.0
2,Montgomery,PA,75.0,75.0,42.0,30.01,10.0,6.0,0.0
2,Umatilla,OR,36.0,32.0,76.0,28.61,10.0,5.0,0.0
2,Maricopa,AZ,110.0,110.0,18.0,28.51,10.0,20.0,0.0
2,Wake,NC,35.0,31.0,59.0,29.64,10.0,5.0,0.0
2,Hamilton,TN,59.0,59.0,35.0,29.34,10.0,8.0,0.0
2,Los Angeles,CA,56.0,56.0,51.0,29.7,10.0,0.0,0.0
2,Okaloosa,FL,53.0,53.0,83.0,29.75,10.0,6.0,0.0
2,Travis,TX,44.0,44.0,82.0,29.47,10.0,0.0,0.0
3,Sacramento,CA,81.0,81.0,18.0,29.95,10.0,6.0,0.0
2,Los Angeles,CA,67.0,67.0,81.0,29.81,7.0,0.0,0.0
2,Salt Lake,UT,83.0,83.0,26.0,25.83,10.0,6.0,0.0
2,Linn,OR,63.0,63.0,67.0,29.74,10.0,3.0,0.0
2,Riverside,CA,79.0,79.0,32.0,29.39,10.0,9.0,0.0
2,Travis,TX,82.0,82.0,29.0,28.69,10.0,6.0,0.0
2,Travis,TX,61.0,61.0,70.0,29.35,10.0,8.0,0.0
1,Orange,FL,70.0,70.0,87.0,29.81,4.0,16.0,0.06
2,Washington,MN,36.0,28.0,81.0,29.08,10.0,10.0,0.0
2,Bexar,TX,66.0,66.0,26.0,29.61,10.0,3.0,0.0
2,Ramsey,MN,21.0,9.0,71.0,29.35,10.0,13.0,0.0
2,Los Angeles,CA,47.0,47.0,54.0,29.88,10.0,0.0,0.0
2,Davidson,TN,47.0,45.0,77.0,29.52,10.0,5.0,0.0
2,Alameda,CA,59.0,59.0,75.0,30.01,10.0,12.0,0.0
2,Los Angeles,CA,86.0,86.0,37.0,29.06,10.0,14.0,0.0
2,Montgomery,MD,47.0,43.0,80.0,29.55,10.0,8.0,0.0
2,Napa,CA,64.0,64.0,93.0,29.89,4.0,15.0,0.0
2,Orange,CA,81.0,81.0,21.0,29.77,10.0,10.0,0.0
2,Cheshire,NH,33.0,22.0,72.0,29.35,8.0,20.0,0.0
2,Escambia,FL,83.0,83.0,74.0,29.84,10.0,3.0,0.0
2,Horry,SC,67.0,67.0,66.0,30.43,10.0,9.0,0.0
2,DuPage,IL,30.0,18.0,64.0,29.4,8.0,17.0,0.0
2,Travis,TX,55.0,55.0,74.0,29.29,10.0,3.0,0.0
2,Travis,TX,87.0,87.0,49.0,29.16,10.0,0.0,0.0
3,San Bernardino,CA,88.0,88.0,25.0,28.91,10.0,8.0,0.0
2,Monterey,CA,96.0,96.0,19.0,29.76,6.0,6.0,0.0
3,Alameda,CA,68.0,68.0,52.0,30.03,10.0,15.0,0.0
2,Broward,FL,77.0,77.0,64.0,30.13,10.0,13.0,0.0
2,San Diego,CA,54.0,54.0,86.0,29.94,2.0,0.0,0.1
2,Walton,FL,80.0,80.0,85.0,29.82,10.0,3.0,0.0
2,Dane,WI,29.0,19.0,86.0,28.95,1.0,12.0,0.0
2,Oklahoma,OK,78.0,78.0,69.0,28.68,10.0,6.0,0.0
2,Chester,PA,64.0,64.0,59.0,29.09,10.0,7.0,0.0
4,Frederick,VA,61.0,61.0,45.0,29.42,10.0,8.0,0.0
2,Kershaw,SC,28.0,28.0,93.0,29.97,10.0,0.0,0.0
2,Pierce,WA,36.0,36.0,72.0,29.52,10.0,0.0,0.0
2,Allegany,MD,37.0,37.0,99.0,29.45,7.0,0.0,0.0
2,Orange,FL,51.0,51.0,59.0,30.06,10.0,14.0,0.0
2,Shelby,TN,73.0,73.0,88.0,29.58,7.0,7.0,0.0
3,Madison,AL,67.0,67.0,62.0,28.94,10.0,14.0,0.0
2,New York,NY,66.0,66.0,81.0,30.01,10.0,0.0,0.0
2,Tulare,CA,49.0,49.0,100.0,29.74,10.0,0.0,0.0
2,Monroe,NY,68.0,68.0,52.0,29.41,10.0,17.0,0.0
2,Washington,VA,37.0,37.0,62.0,28.21,10.0,0.0,0.0
2,Multnomah,OR,67.0,67.0,73.0,30.26,10.0,3.0,0.0
2,Kern,CA,81.0,81.0,28.0,29.31,10.0,5.0,0.0
2,Horry,SC,36.0,28.0,44.0,30.29,10.0,13.0,0.0
2,Montgomery,MD,69.0,69.0,96.0,29.6,0.75,0.0,0.0
2,Rockingham,NH,44.0,44.0,73.0,29.99,10.0,0.0,0.0
2,Columbia,PA,66.0,66.0,63.0,29.53,10.0,0.0,0.0
2,Multnomah,OR,56.0,56.0,51.0,30.15,10.0,10.0,0.0
2,Salt Lake,UT,65.0,65.0,34.0,25.63,10.0,13.0,0.0
2,Miami-Dade,FL,78.0,78.0,66.0,30.08,10.0,17.0,0.0
2,Okaloosa,FL,71.0,71.0,71.0,29.95,10.0,7.0,0.0
2,Lassen,CA,23.0,23.0,86.0,25.05,10.0,0.0,0.0
3,Orange,FL,88.0,88.0,57.0,29.91,10.0,8.0,0.0
2,Orangeburg,SC,28.0,20.0,59.0,30.15,10.0,9.0,0.0
2,Dakota,MN,46.0,46.0,87.0,28.84,10.0,0.0,0.0
2,Hamilton,OH,75.0,75.0,64.0,29.41,10.0,14.0,0.0
2,Jefferson,AL,56.0,56.0,67.0,29.45,10.0,5.0,0.0
2,Faribault,MN,53.0,53.0,100.0,28.43,1.0,5.0,0.0
3,Westchester,NY,69.0,69.0,51.0,30.09,10.0,13.0,0.0
2,Richmond,GA,35.0,35.0,85.0,29.9,10.0,3.0,0.0
2,Davidson,NC,90.0,90.0,35.0,29.1,10.0,5.0,0.0
2,Denver,CO,46.0,39.0,40.0,24.4,10.0,20.0,0.0
2,Contra Costa,CA,64.0,64.0,70.0,29.68,10.0,16.0,0.0
2,Orange,CA,71.0,71.0,63.0,29.92,10.0,7.0,0.0
2,Hillsborough,FL,79.0,79.0,100.0,30.0,10.0,0.0,0.0
3,Cook,IL,86.0,86.0,44.0,29.28,10.0,14.0,0.0
2,Wake,NC,93.0,93.0,34.0,29.57,10.0,7.0,0.0
2,Dorchester,SC,68.0,68.0,35.0,29.89,10.0,9.0,0.0
3,Gwinnett,GA,40.0,34.0,63.0,29.29,10.0,9.0,0.0
3,Bay,MI,42.1,36.6,89.0,29.63,7.0,9.2,0.03
2,Los Angeles,CA,68.0,68.0,30.0,29.77,10.0,3.0,0.0
2,Orange,FL,89.0,89.0,57.0,29.84,10.0,15.0,0.0
2,Calaveras,CA,39.0,39.0,87.0,27.92,8.0,0.0,0.0
2,Mecklenburg,NC,33.0,25.0,50.0,29.64,10.0,10.0,0.0
2,El Dorado,CA,16.0,7.0,84.0,24.16,10.0,6.0,0.0
3,Baltimore County,MD,72.0,72.0,60.0,29.11,10.0,0.0,0.0
2,Los Angeles,CA,59.0,59.0,83.0,29.84,6.0,0.0,0.0
2,Denver,CO,27.0,21.0,100.0,24.39,0.75,5.0,0.0
2,Miami-Dade,FL,72.0,72.0,100.0,30.0,5.0,3.0,0.0
2,San Diego,CA,58.0,58.0,90.0,29.69,3.0,0.0,0.0
2,Tehama,CA,53.0,53.0,50.0,29.6,10.0,26.0,0.0
2,San Mateo,CA,56.0,56.0,53.0,30.2,10.0,6.0,0.0
2,Fairfax County,VA,32.0,26.0,64.0,30.16,10.0,7.0,0.0
2,Fairfax County,VA,62.0,62.0,96.0,30.15,6.0,0.0,0.0
3,Alachua,FL,81.0,81.0,94.0,29.89,4.0,7.0,0.14
2,East Baton Rouge,LA,88.0,88.0,53.0,29.94,10.0,6.0,0.0
2,Los Angeles,CA,66.0,66.0,78.0,29.94,3.0,0.0,0.0
2,Douglas,GA,67.0,67.0,39.0,29.07,10.0,5.0,0.0
2,Ventura,CA,71.0,71.0,41.0,29.89,10.0,6.0,0.0
3,Riverside,CA,37.0,37.0,80.0,28.47,9.0,0.0,0.0
3,Maricopa,AZ,101.0,101.0,7.0,28.57,10.0,7.0,0.0
2,Fairfax County,VA,51.0,51.0,66.0,30.35,10.0,6.0,0.02
3,Miami-Dade,FL,72.0,72.0,73.0,30.0,10.0,5.0,0.0
3,Summit,OH,33.0,25.0,66.0,28.89,10.0,9.0,0.0
3,Chesapeake,VA,48.0,43.0,96.0,30.19,7.0,13.0,0.0
2,Cook,IL,38.0,32.0,72.0,29.75,10.0,9.0,0.0
2,Los Angeles,CA,64.0,64.0,78.0,29.87,5.0,0.0,0.0
2,San Diego,CA,50.0,50.0,48.0,28.55,10.0,0.0,0.0
3,Miami-Dade,FL,84.0,84.0,55.0,30.02,10.0,18.0,0.02
2,DuPage,IL,36.0,27.1,82.0,29.76,10.0,13.8,0.0
2,Suffolk,NY,62.0,62.0,52.0,30.25,10.0,8.0,0.0
2,Los Angeles,CA,74.0,74.0,64.0,29.69,7.0,5.0,0.0
2,Oklahoma,OK,79.0,79.0,32.0,28.6,10.0,9.0,0.0
2,Siskiyou,CA,61.0,61.0,48.0,27.26,10.0,7.0,0.0
2,Lee,FL,78.0,78.0,93.0,29.93,10.0,0.0,0.0
2,Florence,SC,75.0,75.0,73.0,29.73,10.0,21.0,0.0
2,Harris,TX,84.0,84.0,61.0,29.65,10.0,7.0,0.0
2,Harris,TX,80.0,80.0,52.0,29.9,10.0,8.0,0.0
3,Los Angeles,CA,66.0,66.0,68.0,29.81,10.0,10.0,0.0
2,Virginia Beach,VA,68.0,68.0,73.0,30.14,10.0,18.0,0.0
1,Multnomah,OR,55.0,55.0,89.0,29.87,10.0,6.0,0.06
2,Oklahoma,OK,90.0,90.0,37.0,28.56,10.0,8.0,0.0
2,Santa Clara,CA,74.0,74.0,59.0,29.88,10.0,9.0,0.0
3,Mercer,NJ,65.0,65.0,75.0,29.71,10.0,29.0,0.03
2,Santa Barbara,CA,54.0,54.0,98.0,29.52,0.38,0.0,0.0
2,Fairfield,CT,52.0,52.0,89.0,29.75,10.0,9.0,0.0
2,Genesee,MI,35.1,25.2,82.0,29.64,10.0,16.1,0.0
2,Montgomery,AL,84.0,84.0,76.0,29.73,10.0,0.0,0.0
